name,year,award,movie,win
Richard Harris,1990,ACTOR IN A LEADING ROLE,The Field,False
Jeremy Irons,1990,ACTOR IN A LEADING ROLE,Reversal of Fortune,True
Bruce Davison,1990,ACTOR IN A SUPPORTING ROLE,Longtime Companion,False
Andy Garcia,1990,ACTOR IN A SUPPORTING ROLE,"The Godfather, Part III",False
Graham Greene,1990,ACTOR IN A SUPPORTING ROLE,Dances With Wolves,False
Al Pacino,1990,ACTOR IN A SUPPORTING ROLE,Dick Tracy,False
Joe Pesci,1990,ACTOR IN A SUPPORTING ROLE,Good Fellas,True
Kathy Bates,1990,ACTRESS IN A LEADING ROLE,Misery,True
Anjelica Huston,1990,ACTRESS IN A LEADING ROLE,The Grifters,False
Julia Roberts,1990,ACTRESS IN A LEADING ROLE,Pretty Woman,False
Meryl Streep,1990,ACTRESS IN A LEADING ROLE,Postcards from the Edge,False
Joanne Woodward,1990,ACTRESS IN A LEADING ROLE,Mr. & Mrs. Bridge,False
Annette Bening,1990,ACTRESS IN A SUPPORTING ROLE,The Grifters,False
Lorraine Bracco,1990,ACTRESS IN A SUPPORTING ROLE,Good Fellas,False
Whoopi Goldberg,1990,ACTRESS IN A SUPPORTING ROLE,Ghost,True
Diane Ladd,1990,ACTRESS IN A SUPPORTING ROLE,Wild at Heart,False
Mary McDonnell,1990,ACTRESS IN A SUPPORTING ROLE,Dances With Wolves,False
Warren Beatty,1991,ACTOR IN A LEADING ROLE,Bugsy,False
Robert De Niro,1991,ACTOR IN A LEADING ROLE,Cape Fear,False
Anthony Hopkins,1991,ACTOR IN A LEADING ROLE,The Silence of the Lambs,True
Nick Nolte,1991,ACTOR IN A LEADING ROLE,The Prince of Tides,False
Robin Williams,1991,ACTOR IN A LEADING ROLE,The Fisher King,False
Tommy Lee Jones,1991,ACTOR IN A SUPPORTING ROLE,JFK,False
Harvey Keitel,1991,ACTOR IN A SUPPORTING ROLE,Bugsy,False
Ben Kingsley,1991,ACTOR IN A SUPPORTING ROLE,Bugsy,False
Michael Lerner,1991,ACTOR IN A SUPPORTING ROLE,Barton Fink,False
Jack Palance,1991,ACTOR IN A SUPPORTING ROLE,City Slickers,True
Geena Davis,1991,ACTRESS IN A LEADING ROLE,Thelma & Louise,False
Laura Dern,1991,ACTRESS IN A LEADING ROLE,Rambling Rose,False
Jodie Foster,1991,ACTRESS IN A LEADING ROLE,The Silence of the Lambs,True
Bette Midler,1991,ACTRESS IN A LEADING ROLE,For the Boys,False
Susan Sarandon,1991,ACTRESS IN A LEADING ROLE,Thelma & Louise,False
Diane Ladd,1991,ACTRESS IN A SUPPORTING ROLE,Rambling Rose,False
Juliette Lewis,1991,ACTRESS IN A SUPPORTING ROLE,Cape Fear,False
Kate Nelligan,1991,ACTRESS IN A SUPPORTING ROLE,The Prince of Tides,False
Mercedes Ruehl,1991,ACTRESS IN A SUPPORTING ROLE,The Fisher King,True
Jessica Tandy,1991,ACTRESS IN A SUPPORTING ROLE,Fried Green Tomatoes,False
Robert Downey Jr.,1992,ACTOR IN A LEADING ROLE,Chaplin,False
Clint Eastwood,1992,ACTOR IN A LEADING ROLE,Unforgiven,False
Al Pacino,1992,ACTOR IN A LEADING ROLE,Scent of a Woman,True
Stephen Rea,1992,ACTOR IN A LEADING ROLE,The Crying Game,False
Denzel Washington,1992,ACTOR IN A LEADING ROLE,Malcolm X,False
Jaye Davidson,1992,ACTOR IN A SUPPORTING ROLE,The Crying Game,False
Gene Hackman,1992,ACTOR IN A SUPPORTING ROLE,Unforgiven,True
Jack Nicholson,1992,ACTOR IN A SUPPORTING ROLE,A Few Good Men,False
Al Pacino,1992,ACTOR IN A SUPPORTING ROLE,Glengarry Glen Ross,False
David Paymer,1992,ACTOR IN A SUPPORTING ROLE,Mr. Saturday Night,False
Catherine Deneuve,1992,ACTRESS IN A LEADING ROLE,Indochine,False
Mary McDonnell,1992,ACTRESS IN A LEADING ROLE,Passion Fish,False
Michelle Pfeiffer,1992,ACTRESS IN A LEADING ROLE,Love Field,False
Susan Sarandon,1992,ACTRESS IN A LEADING ROLE,Lorenzo's Oil,False
Emma Thompson,1992,ACTRESS IN A LEADING ROLE,Howards End,True
Judy Davis,1992,ACTRESS IN A SUPPORTING ROLE,Husbands and Wives,False
Joan Plowright,1992,ACTRESS IN A SUPPORTING ROLE,Enchanted April,False
Vanessa Redgrave,1992,ACTRESS IN A SUPPORTING ROLE,Howards End,False
Miranda Richardson,1992,ACTRESS IN A SUPPORTING ROLE,Damage,False
Marisa Tomei,1992,ACTRESS IN A SUPPORTING ROLE,My Cousin Vinny,True
Daniel Day-Lewis,1993,ACTOR IN A LEADING ROLE,In the Name of the Father,False
Laurence Fishburne,1993,ACTOR IN A LEADING ROLE,What's Love Got to Do with It,False
Tom Hanks,1993,ACTOR IN A LEADING ROLE,Philadelphia,True
Anthony Hopkins,1993,ACTOR IN A LEADING ROLE,The Remains of the Day,False
Liam Neeson,1993,ACTOR IN A LEADING ROLE,Schindler's List,False
Leonardo DiCaprio,1993,ACTOR IN A SUPPORTING ROLE,What's Eating Gilbert Grape,False
Ralph Fiennes,1993,ACTOR IN A SUPPORTING ROLE,Schindler's List,False
Tommy Lee Jones,1993,ACTOR IN A SUPPORTING ROLE,The Fugitive,True
John Malkovich,1993,ACTOR IN A SUPPORTING ROLE,In the Line of Fire,False
Pete Postlethwaite,1993,ACTOR IN A SUPPORTING ROLE,In the Name of the Father,False
Angela Bassett,1993,ACTRESS IN A LEADING ROLE,What's Love Got to Do with It,False
Stockard Channing,1993,ACTRESS IN A LEADING ROLE,Six Degrees of Separation,False
Holly Hunter,1993,ACTRESS IN A LEADING ROLE,The Piano,True
Emma Thompson,1993,ACTRESS IN A LEADING ROLE,The Remains of the Day,False
Debra Winger,1993,ACTRESS IN A LEADING ROLE,Shadowlands,False
Holly Hunter,1993,ACTRESS IN A SUPPORTING ROLE,The Firm,False
Anna Paquin,1993,ACTRESS IN A SUPPORTING ROLE,The Piano,True
Rosie Perez,1993,ACTRESS IN A SUPPORTING ROLE,Fearless,False
Winona Ryder,1993,ACTRESS IN A SUPPORTING ROLE,The Age of Innocence,False
Emma Thompson,1993,ACTRESS IN A SUPPORTING ROLE,In the Name of the Father,False
Morgan Freeman,1994,ACTOR IN A LEADING ROLE,The Shawshank Redemption,False
Tom Hanks,1994,ACTOR IN A LEADING ROLE,Forrest Gump,True
Nigel Hawthorne,1994,ACTOR IN A LEADING ROLE,The Madness of King George,False
Paul Newman,1994,ACTOR IN A LEADING ROLE,Nobody's Fool,False
John Travolta,1994,ACTOR IN A LEADING ROLE,Pulp Fiction,False
Samuel L. Jackson,1994,ACTOR IN A SUPPORTING ROLE,Pulp Fiction,False
Martin Landau,1994,ACTOR IN A SUPPORTING ROLE,Ed Wood,True
Chazz Palminteri,1994,ACTOR IN A SUPPORTING ROLE,Bullets over Broadway,False
Paul Scofield,1994,ACTOR IN A SUPPORTING ROLE,Quiz Show,False
Gary Sinise,1994,ACTOR IN A SUPPORTING ROLE,Forrest Gump,False
Jodie Foster,1994,ACTRESS IN A LEADING ROLE,Nell,False
Jessica Lange,1994,ACTRESS IN A LEADING ROLE,Blue Sky,True
Miranda Richardson,1994,ACTRESS IN A LEADING ROLE,Tom & Viv,False
Winona Ryder,1994,ACTRESS IN A LEADING ROLE,Little Women,False
Susan Sarandon,1994,ACTRESS IN A LEADING ROLE,The Client,False
Rosemary Harris,1994,ACTRESS IN A SUPPORTING ROLE,Tom & Viv,False
Helen Mirren,1994,ACTRESS IN A SUPPORTING ROLE,The Madness of King George,False
Uma Thurman,1994,ACTRESS IN A SUPPORTING ROLE,Pulp Fiction,False
Jennifer Tilly,1994,ACTRESS IN A SUPPORTING ROLE,Bullets over Broadway,False
Dianne Wiest,1994,ACTRESS IN A SUPPORTING ROLE,Bullets over Broadway,True
Nicolas Cage,1995,ACTOR IN A LEADING ROLE,Leaving Las Vegas,True
Richard Dreyfuss,1995,ACTOR IN A LEADING ROLE,Mr. Holland's Opus,False
Anthony Hopkins,1995,ACTOR IN A LEADING ROLE,Nixon,False
Sean Penn,1995,ACTOR IN A LEADING ROLE,Dead Man Walking,False
Massimo Troisi,1995,ACTOR IN A LEADING ROLE,The Postman (Il Postino),False
James Cromwell,1995,ACTOR IN A SUPPORTING ROLE,Babe,False
Ed Harris,1995,ACTOR IN A SUPPORTING ROLE,Apollo 13,False
Brad Pitt,1995,ACTOR IN A SUPPORTING ROLE,12 Monkeys,False
Tim Roth,1995,ACTOR IN A SUPPORTING ROLE,Rob Roy,False
Kevin Spacey,1995,ACTOR IN A SUPPORTING ROLE,The Usual Suspects,True
Susan Sarandon,1995,ACTRESS IN A LEADING ROLE,Dead Man Walking,True
Elisabeth Shue,1995,ACTRESS IN A LEADING ROLE,Leaving Las Vegas,False
Sharon Stone,1995,ACTRESS IN A LEADING ROLE,Casino,False
Meryl Streep,1995,ACTRESS IN A LEADING ROLE,The Bridges of Madison County,False
Emma Thompson,1995,ACTRESS IN A LEADING ROLE,Sense and Sensibility,False
Joan Allen,1995,ACTRESS IN A SUPPORTING ROLE,Nixon,False
Kathleen Quinlan,1995,ACTRESS IN A SUPPORTING ROLE,Apollo 13,False
Mira Sorvino,1995,ACTRESS IN A SUPPORTING ROLE,Mighty Aphrodite,True
Mare Winningham,1995,ACTRESS IN A SUPPORTING ROLE,Georgia,False
Kate Winslet,1995,ACTRESS IN A SUPPORTING ROLE,Sense and Sensibility,False
Tom Cruise,1996,ACTOR IN A LEADING ROLE,Jerry Maguire,False
Ralph Fiennes,1996,ACTOR IN A LEADING ROLE,The English Patient,False
Woody Harrelson,1996,ACTOR IN A LEADING ROLE,The People vs. Larry Flynt,False
Geoffrey Rush,1996,ACTOR IN A LEADING ROLE,Shine,True
Billy Bob Thornton,1996,ACTOR IN A LEADING ROLE,Sling Blade,False
"Cuba Gooding, Jr.",1996,ACTOR IN A SUPPORTING ROLE,Jerry Maguire,True
William H. Macy,1996,ACTOR IN A SUPPORTING ROLE,Fargo,False
Armin Mueller-Stahl,1996,ACTOR IN A SUPPORTING ROLE,Shine,False
Edward Norton,1996,ACTOR IN A SUPPORTING ROLE,Primal Fear,False
James Woods,1996,ACTOR IN A SUPPORTING ROLE,Ghosts of Mississippi,False
Brenda Blethyn,1996,ACTRESS IN A LEADING ROLE,Secrets & Lies,False
Diane Keaton,1996,ACTRESS IN A LEADING ROLE,Marvin's Room,False
Frances McDormand,1996,ACTRESS IN A LEADING ROLE,Fargo,True
Kristin Scott Thomas,1996,ACTRESS IN A LEADING ROLE,The English Patient,False
Emily Watson,1996,ACTRESS IN A LEADING ROLE,Breaking the Waves,False
Joan Allen,1996,ACTRESS IN A SUPPORTING ROLE,The Crucible,False
Lauren Bacall,1996,ACTRESS IN A SUPPORTING ROLE,The Mirror Has Two Faces,False
Juliette Binoche,1996,ACTRESS IN A SUPPORTING ROLE,The English Patient,True
Barbara Hershey,1996,ACTRESS IN A SUPPORTING ROLE,The Portrait of a Lady,False
Marianne Jean-Baptiste,1996,ACTRESS IN A SUPPORTING ROLE,Secrets & Lies,False
Matt Damon,1997,ACTOR IN A LEADING ROLE,Good Will Hunting,False
Robert Duvall,1997,ACTOR IN A LEADING ROLE,The Apostle,False
Peter Fonda,1997,ACTOR IN A LEADING ROLE,Ulee's Gold,False
Dustin Hoffman,1997,ACTOR IN A LEADING ROLE,Wag the Dog,False
Jack Nicholson,1997,ACTOR IN A LEADING ROLE,As Good as It Gets,True
Robert Forster,1997,ACTOR IN A SUPPORTING ROLE,Jackie Brown,False
Anthony Hopkins,1997,ACTOR IN A SUPPORTING ROLE,Amistad,False
Greg Kinnear,1997,ACTOR IN A SUPPORTING ROLE,As Good as It Gets,False
Burt Reynolds,1997,ACTOR IN A SUPPORTING ROLE,Boogie Nights,False
Robin Williams,1997,ACTOR IN A SUPPORTING ROLE,Good Will Hunting,True
Helena Bonham Carter,1997,ACTRESS IN A LEADING ROLE,The Wings of the Dove,False
Julie Christie,1997,ACTRESS IN A LEADING ROLE,Afterglow,False
Judi Dench,1997,ACTRESS IN A LEADING ROLE,Mrs. Brown,False
Helen Hunt,1997,ACTRESS IN A LEADING ROLE,As Good as It Gets,True
Kate Winslet,1997,ACTRESS IN A LEADING ROLE,Titanic,False
Kim Basinger,1997,ACTRESS IN A SUPPORTING ROLE,L.A. Confidential,True
Joan Cusack,1997,ACTRESS IN A SUPPORTING ROLE,In & Out,False
Minnie Driver,1997,ACTRESS IN A SUPPORTING ROLE,Good Will Hunting,False
Julianne Moore,1997,ACTRESS IN A SUPPORTING ROLE,Boogie Nights,False
Gloria Stuart,1997,ACTRESS IN A SUPPORTING ROLE,Titanic,False
Roberto Benigni,1998,ACTOR IN A LEADING ROLE,Life Is Beautiful,True
Tom Hanks,1998,ACTOR IN A LEADING ROLE,Saving Private Ryan,False
Ian McKellen,1998,ACTOR IN A LEADING ROLE,Gods and Monsters,False
Nick Nolte,1998,ACTOR IN A LEADING ROLE,Affliction,False
Edward Norton,1998,ACTOR IN A LEADING ROLE,American History X,False
James Coburn,1998,ACTOR IN A SUPPORTING ROLE,Affliction,True
Robert Duvall,1998,ACTOR IN A SUPPORTING ROLE,A Civil Action,False
Ed Harris,1998,ACTOR IN A SUPPORTING ROLE,The Truman Show,False
Geoffrey Rush,1998,ACTOR IN A SUPPORTING ROLE,Shakespeare in Love,False
Billy Bob Thornton,1998,ACTOR IN A SUPPORTING ROLE,A Simple Plan,False
Cate Blanchett,1998,ACTRESS IN A LEADING ROLE,Elizabeth,False
Fernanda Montenegro,1998,ACTRESS IN A LEADING ROLE,Central Station,False
Gwyneth Paltrow,1998,ACTRESS IN A LEADING ROLE,Shakespeare in Love,True
Meryl Streep,1998,ACTRESS IN A LEADING ROLE,One True Thing,False
Emily Watson,1998,ACTRESS IN A LEADING ROLE,Hilary and Jackie,False
Kathy Bates,1998,ACTRESS IN A SUPPORTING ROLE,Primary Colors,False
Brenda Blethyn,1998,ACTRESS IN A SUPPORTING ROLE,Little Voice,False
Judi Dench,1998,ACTRESS IN A SUPPORTING ROLE,Shakespeare in Love,True
Rachel Griffiths,1998,ACTRESS IN A SUPPORTING ROLE,Hilary and Jackie,False
Lynn Redgrave,1998,ACTRESS IN A SUPPORTING ROLE,Gods and Monsters,False
Russell Crowe,1999,ACTOR IN A LEADING ROLE,The Insider,False
Richard Farnsworth,1999,ACTOR IN A LEADING ROLE,The Straight Story,False
Sean Penn,1999,ACTOR IN A LEADING ROLE,Sweet and Lowdown,False
Kevin Spacey,1999,ACTOR IN A LEADING ROLE,American Beauty,True
Denzel Washington,1999,ACTOR IN A LEADING ROLE,The Hurricane,False
Michael Caine,1999,ACTOR IN A SUPPORTING ROLE,The Cider House Rules,True
Tom Cruise,1999,ACTOR IN A SUPPORTING ROLE,Magnolia,False
Michael Clarke Duncan,1999,ACTOR IN A SUPPORTING ROLE,The Green Mile,False
Jude Law,1999,ACTOR IN A SUPPORTING ROLE,The Talented Mr. Ripley,False
Haley Joel Osment,1999,ACTOR IN A SUPPORTING ROLE,The Sixth Sense,False
Annette Bening,1999,ACTRESS IN A LEADING ROLE,American Beauty,False
Janet McTeer,1999,ACTRESS IN A LEADING ROLE,Tumbleweeds,False
Julianne Moore,1999,ACTRESS IN A LEADING ROLE,The End of the Affair,False
Meryl Streep,1999,ACTRESS IN A LEADING ROLE,Music of the Heart,False
Hilary Swank,1999,ACTRESS IN A LEADING ROLE,Boys Don't Cry,True
Toni Collette,1999,ACTRESS IN A SUPPORTING ROLE,The Sixth Sense,False
Angelina Jolie,1999,ACTRESS IN A SUPPORTING ROLE,"Girl, Interrupted",True
Catherine Keener,1999,ACTRESS IN A SUPPORTING ROLE,Being John Malkovich,False
Samantha Morton,1999,ACTRESS IN A SUPPORTING ROLE,Sweet and Lowdown,False
Chloë Sevigny,1999,ACTRESS IN A SUPPORTING ROLE,Boys Don't Cry,False
Javier Bardem,2000,ACTOR IN A LEADING ROLE,Before Night Falls,False
Russell Crowe,2000,ACTOR IN A LEADING ROLE,Gladiator,True
Tom Hanks,2000,ACTOR IN A LEADING ROLE,Cast Away,False
Ed Harris,2000,ACTOR IN A LEADING ROLE,Pollock,False
Geoffrey Rush,2000,ACTOR IN A LEADING ROLE,Quills,False
Jeff Bridges,2000,ACTOR IN A SUPPORTING ROLE,The Contender,False
Willem Dafoe,2000,ACTOR IN A SUPPORTING ROLE,Shadow of the Vampire,False
Benicio Del Toro,2000,ACTOR IN A SUPPORTING ROLE,Traffic,True
Albert Finney,2000,ACTOR IN A SUPPORTING ROLE,Erin Brockovich,False
Joaquin Phoenix,2000,ACTOR IN A SUPPORTING ROLE,Gladiator,False
Joan Allen,2000,ACTRESS IN A LEADING ROLE,The Contender,False
Juliette Binoche,2000,ACTRESS IN A LEADING ROLE,Chocolat,False
Ellen Burstyn,2000,ACTRESS IN A LEADING ROLE,Requiem for a Dream,False
Laura Linney,2000,ACTRESS IN A LEADING ROLE,You Can Count on Me,False
Julia Roberts,2000,ACTRESS IN A LEADING ROLE,Erin Brockovich,True
Judi Dench,2000,ACTRESS IN A SUPPORTING ROLE,Chocolat,False
Marcia Gay Harden,2000,ACTRESS IN A SUPPORTING ROLE,Pollock,True
Kate Hudson,2000,ACTRESS IN A SUPPORTING ROLE,Almost Famous,False
Frances McDormand,2000,ACTRESS IN A SUPPORTING ROLE,Almost Famous,False
Julie Walters,2000,ACTRESS IN A SUPPORTING ROLE,Billy Elliot,False
Russell Crowe,2001,ACTOR IN A LEADING ROLE,A Beautiful Mind,False
Sean Penn,2001,ACTOR IN A LEADING ROLE,I Am Sam,False
Will Smith,2001,ACTOR IN A LEADING ROLE,Ali,False
Denzel Washington,2001,ACTOR IN A LEADING ROLE,Training Day,True
Tom Wilkinson,2001,ACTOR IN A LEADING ROLE,In the Bedroom,False
Jim Broadbent,2001,ACTOR IN A SUPPORTING ROLE,Iris,True
Ethan Hawke,2001,ACTOR IN A SUPPORTING ROLE,Training Day,False
Ben Kingsley,2001,ACTOR IN A SUPPORTING ROLE,Sexy Beast,False
Ian McKellen,2001,ACTOR IN A SUPPORTING ROLE,The Lord of the Rings: The Fellowship of the Ring,False
Jon Voight,2001,ACTOR IN A SUPPORTING ROLE,Ali,False
Halle Berry,2001,ACTRESS IN A LEADING ROLE,Monster's Ball,True
Judi Dench,2001,ACTRESS IN A LEADING ROLE,Iris,False
Nicole Kidman,2001,ACTRESS IN A LEADING ROLE,Moulin Rouge,False
Sissy Spacek,2001,ACTRESS IN A LEADING ROLE,In the Bedroom,False
Renée Zellweger,2001,ACTRESS IN A LEADING ROLE,Bridget Jones's Diary,False
Jennifer Connelly,2001,ACTRESS IN A SUPPORTING ROLE,A Beautiful Mind,True
Helen Mirren,2001,ACTRESS IN A SUPPORTING ROLE,Gosford Park,False
Maggie Smith,2001,ACTRESS IN A SUPPORTING ROLE,Gosford Park,False
Marisa Tomei,2001,ACTRESS IN A SUPPORTING ROLE,In the Bedroom,False
Kate Winslet,2001,ACTRESS IN A SUPPORTING ROLE,Iris,False
Adrien Brody,2002,ACTOR IN A LEADING ROLE,The Pianist,True
Nicolas Cage,2002,ACTOR IN A LEADING ROLE,Adaptation,False
Michael Caine,2002,ACTOR IN A LEADING ROLE,The Quiet American,False
Daniel Day-Lewis,2002,ACTOR IN A LEADING ROLE,Gangs of New York,False
Jack Nicholson,2002,ACTOR IN A LEADING ROLE,About Schmidt,False
Chris Cooper,2002,ACTOR IN A SUPPORTING ROLE,Adaptation,True
Ed Harris,2002,ACTOR IN A SUPPORTING ROLE,The Hours,False
Paul Newman,2002,ACTOR IN A SUPPORTING ROLE,Road to Perdition,False
John C. Reilly,2002,ACTOR IN A SUPPORTING ROLE,Chicago,False
Christopher Walken,2002,ACTOR IN A SUPPORTING ROLE,Catch Me If You Can,False
Salma Hayek,2002,ACTRESS IN A LEADING ROLE,Frida,False
Nicole Kidman,2002,ACTRESS IN A LEADING ROLE,The Hours,True
Diane Lane,2002,ACTRESS IN A LEADING ROLE,Unfaithful,False
Julianne Moore,2002,ACTRESS IN A LEADING ROLE,Far from Heaven,False
Renée Zellweger,2002,ACTRESS IN A LEADING ROLE,Chicago,False
Kathy Bates,2002,ACTRESS IN A SUPPORTING ROLE,About Schmidt,False
Julianne Moore,2002,ACTRESS IN A SUPPORTING ROLE,The Hours,False
Queen Latifah,2002,ACTRESS IN A SUPPORTING ROLE,Chicago,False
Meryl Streep,2002,ACTRESS IN A SUPPORTING ROLE,Adaptation,False
Catherine Zeta-Jones,2002,ACTRESS IN A SUPPORTING ROLE,Chicago,True
Johnny Depp,2003,ACTOR IN A LEADING ROLE,Pirates of the Caribbean: The Curse of the Black Pearl,False
Ben Kingsley,2003,ACTOR IN A LEADING ROLE,House of Sand and Fog,False
Jude Law,2003,ACTOR IN A LEADING ROLE,Cold Mountain,False
Bill Murray,2003,ACTOR IN A LEADING ROLE,Lost in Translation,False
Sean Penn,2003,ACTOR IN A LEADING ROLE,Mystic River,True
Alec Baldwin,2003,ACTOR IN A SUPPORTING ROLE,The Cooler,False
Benicio Del Toro,2003,ACTOR IN A SUPPORTING ROLE,21 Grams,False
Djimon Hounsou,2003,ACTOR IN A SUPPORTING ROLE,In America,False
Tim Robbins,2003,ACTOR IN A SUPPORTING ROLE,Mystic River,True
Ken Watanabe,2003,ACTOR IN A SUPPORTING ROLE,The Last Samurai,False
Keisha Castle-Hughes,2003,ACTRESS IN A LEADING ROLE,Whale Rider,False
Diane Keaton,2003,ACTRESS IN A LEADING ROLE,Something's Gotta Give,False
Samantha Morton,2003,ACTRESS IN A LEADING ROLE,In America,False
Charlize Theron,2003,ACTRESS IN A LEADING ROLE,Monster,True
Naomi Watts,2003,ACTRESS IN A LEADING ROLE,21 Grams,False
Shohreh Aghdashloo,2003,ACTRESS IN A SUPPORTING ROLE,House of Sand and Fog,False
Patricia Clarkson,2003,ACTRESS IN A SUPPORTING ROLE,Pieces of April,False
Marcia Gay Harden,2003,ACTRESS IN A SUPPORTING ROLE,Mystic River,False
Holly Hunter,2003,ACTRESS IN A SUPPORTING ROLE,Thirteen,False
Renée Zellweger,2003,ACTRESS IN A SUPPORTING ROLE,Cold Mountain,True
Don Cheadle,2004,ACTOR IN A LEADING ROLE,Hotel Rwanda,False
Johnny Depp,2004,ACTOR IN A LEADING ROLE,Finding Neverland,False
Leonardo DiCaprio,2004,ACTOR IN A LEADING ROLE,The Aviator,False
Clint Eastwood,2004,ACTOR IN A LEADING ROLE,Million Dollar Baby,False
Jamie Foxx,2004,ACTOR IN A LEADING ROLE,Ray,True
Alan Alda,2004,ACTOR IN A SUPPORTING ROLE,The Aviator,False
Thomas Haden Church,2004,ACTOR IN A SUPPORTING ROLE,Sideways,False
Jamie Foxx,2004,ACTOR IN A SUPPORTING ROLE,Collateral,False
Morgan Freeman,2004,ACTOR IN A SUPPORTING ROLE,Million Dollar Baby,True
Clive Owen,2004,ACTOR IN A SUPPORTING ROLE,Closer,False
Annette Bening,2004,ACTRESS IN A LEADING ROLE,Being Julia,False
Catalina Sandino Moreno,2004,ACTRESS IN A LEADING ROLE,Maria Full of Grace,False
Imelda Staunton,2004,ACTRESS IN A LEADING ROLE,Vera Drake,False
Hilary Swank,2004,ACTRESS IN A LEADING ROLE,Million Dollar Baby,True
Kate Winslet,2004,ACTRESS IN A LEADING ROLE,Eternal Sunshine of the Spotless Mind,False
Cate Blanchett,2004,ACTRESS IN A SUPPORTING ROLE,The Aviator,True
Laura Linney,2004,ACTRESS IN A SUPPORTING ROLE,Kinsey,False
Virginia Madsen,2004,ACTRESS IN A SUPPORTING ROLE,Sideways,False
Sophie Okonedo,2004,ACTRESS IN A SUPPORTING ROLE,Hotel Rwanda,False
Natalie Portman,2004,ACTRESS IN A SUPPORTING ROLE,Closer,False
Philip Seymour Hoffman,2005,ACTOR IN A LEADING ROLE,Capote,True
Terrence Howard,2005,ACTOR IN A LEADING ROLE,Hustle & Flow,False
Heath Ledger,2005,ACTOR IN A LEADING ROLE,Brokeback Mountain,False
Joaquin Phoenix,2005,ACTOR IN A LEADING ROLE,Walk the Line,False
David Strathairn,2005,ACTOR IN A LEADING ROLE,"Good Night, and Good Luck.",False
George Clooney,2005,ACTOR IN A SUPPORTING ROLE,Syriana,True
Matt Dillon,2005,ACTOR IN A SUPPORTING ROLE,Crash,False
Paul Giamatti,2005,ACTOR IN A SUPPORTING ROLE,Cinderella Man,False
Jake Gyllenhaal,2005,ACTOR IN A SUPPORTING ROLE,Brokeback Mountain,False
William Hurt,2005,ACTOR IN A SUPPORTING ROLE,A History of Violence,False
Judi Dench,2005,ACTRESS IN A LEADING ROLE,Mrs. Henderson Presents,False
Felicity Huffman,2005,ACTRESS IN A LEADING ROLE,Transamerica,False
Keira Knightley,2005,ACTRESS IN A LEADING ROLE,Pride & Prejudice,False
Charlize Theron,2005,ACTRESS IN A LEADING ROLE,North Country,False
Reese Witherspoon,2005,ACTRESS IN A LEADING ROLE,Walk the Line,True
Amy Adams,2005,ACTRESS IN A SUPPORTING ROLE,Junebug,False
Catherine Keener,2005,ACTRESS IN A SUPPORTING ROLE,Capote,False
Frances McDormand,2005,ACTRESS IN A SUPPORTING ROLE,North Country,False
Rachel Weisz,2005,ACTRESS IN A SUPPORTING ROLE,The Constant Gardener,True
Michelle Williams,2005,ACTRESS IN A SUPPORTING ROLE,Brokeback Mountain,False
Leonardo DiCaprio,2006,ACTOR IN A LEADING ROLE,Blood Diamond,False
Ryan Gosling,2006,ACTOR IN A LEADING ROLE,Half Nelson,False
Peter O'Toole,2006,ACTOR IN A LEADING ROLE,Venus,False
Will Smith,2006,ACTOR IN A LEADING ROLE,The Pursuit of Happyness,False
Forest Whitaker,2006,ACTOR IN A LEADING ROLE,The Last King of Scotland,True
Alan Arkin,2006,ACTOR IN A SUPPORTING ROLE,Little Miss Sunshine,True
Jackie Earle Haley,2006,ACTOR IN A SUPPORTING ROLE,Little Children,False
Djimon Hounsou,2006,ACTOR IN A SUPPORTING ROLE,Blood Diamond,False
Eddie Murphy,2006,ACTOR IN A SUPPORTING ROLE,Dreamgirls,False
Mark Wahlberg,2006,ACTOR IN A SUPPORTING ROLE,The Departed,False
Penélope Cruz,2006,ACTRESS IN A LEADING ROLE,Volver,False
Judi Dench,2006,ACTRESS IN A LEADING ROLE,Notes on a Scandal,False
Helen Mirren,2006,ACTRESS IN A LEADING ROLE,The Queen,True
Meryl Streep,2006,ACTRESS IN A LEADING ROLE,The Devil Wears Prada,False
Kate Winslet,2006,ACTRESS IN A LEADING ROLE,Little Children,False
Adriana Barraza,2006,ACTRESS IN A SUPPORTING ROLE,Babel,False
Cate Blanchett,2006,ACTRESS IN A SUPPORTING ROLE,Notes on a Scandal,False
Abigail Breslin,2006,ACTRESS IN A SUPPORTING ROLE,Little Miss Sunshine,False
Jennifer Hudson,2006,ACTRESS IN A SUPPORTING ROLE,Dreamgirls,True
Rinko Kikuchi,2006,ACTRESS IN A SUPPORTING ROLE,Babel,False
George Clooney,2007,ACTOR IN A LEADING ROLE,Michael Clayton,False
Daniel Day-Lewis,2007,ACTOR IN A LEADING ROLE,There Will Be Blood,True
Johnny Depp,2007,ACTOR IN A LEADING ROLE,Sweeney Todd The Demon Barber of Fleet Street,False
Tommy Lee Jones,2007,ACTOR IN A LEADING ROLE,In the Valley of Elah,False
Viggo Mortensen,2007,ACTOR IN A LEADING ROLE,Eastern Promises,False
Casey Affleck,2007,ACTOR IN A SUPPORTING ROLE,The Assassination of Jesse James by the Coward Robert Ford,False
Javier Bardem,2007,ACTOR IN A SUPPORTING ROLE,No Country for Old Men,True
Philip Seymour Hoffman,2007,ACTOR IN A SUPPORTING ROLE,Charlie Wilson's War,False
